year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,brand,car_age,owner_num
2007,85000,160000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.2,998.0,67.1,Maruti,19,4
2006,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,13.4,1794.0,125.0,Toyota,20,4
2009,225000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.3,1248.0,73.9,Maruti,17,3
2010,111000,100000,Diesel,Individual,Manual,Second Owner,5.0,18.0,1248.0,75.0,Tata,16,2
2007,150000,70000,Petrol,Individual,Manual,Third Owner,5.0,18.9,1061.0,67.0,Maruti,19,3
2017,300000,15151,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,9,2
2015,630000,60000,Diesel,Individual,Manual,First Owner,7.0,15.4,1997.0,120.0,Mahindra,11,1
2011,206000,100000,Petrol,Individual,Manual,First Owner,5.0,19.81,1086.0,68.05,Hyundai,15,1
2006,70000,110000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.9,998.0,67.1,Maruti,20,4
2019,567000,7000,Petrol,Individual,Automatic,First Owner,5.0,18.9,1197.0,81.86,Hyundai,7,1
2013,500000,70000,Petrol,Individual,Manual,Second Owner,5.0,15.85,1499.0,110.4,Ford,13,2
2015,400000,128000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,11,1
2011,340000,160000,Diesel,Individual,Manual,Second Owner,,,,,Maruti,15,2
2012,850000,120000,Diesel,Individual,Manual,Second Owner,8.0,12.8,2494.0,102.0,Toyota,14,2
2014,570000,15000,Diesel,Individual,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,12,1
2017,699000,60000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.02,Maruti,9,1
2013,355000,80000,Petrol,Individual,Manual,First Owner,5.0,19.4,1198.0,86.8,Honda,13,1
2016,690000,80000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,10,1
2006,180000,114321,Diesel,Individual,Manual,Second Owner,5.0,17.8,1399.0,68.0,Ford,20,2
2013,200000,120000,Diesel,Individual,Manual,First Owner,5.0,19.4,1405.0,70.0,Tata,13,1
2012,575000,120000,Diesel,Individual,Manual,Second Owner,8.0,12.05,2179.0,120.0,Mahindra,14,2
2014,415000,146000,Diesel,Individual,Manual,First Owner,5.0,23.59,1364.0,67.06,Toyota,12,1
2012,350000,30000,LPG,Individual,Manual,First Owner,5.0,19.2,1086.0,68.05,Hyundai,14,1
2017,350000,20000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,9,1
2017,632000,150000,Diesel,Individual,Manual,First Owner,5.0,23.59,1364.0,67.05,Toyota,9,1
2014,325000,70000,CNG,Individual,Manual,Second Owner,5.0,21.94,1196.0,61.7,Maruti,12,2
2013,511000,90000,Petrol,Individual,Manual,Second Owner,5.0,16.3,1797.0,147.5,Hyundai,13,2
2010,300000,100000,Petrol,Individual,Manual,Third Owner,5.0,17.0,1497.0,118.0,Honda,16,3
2005,70000,188000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.9,998.0,67.1,Maruti,21,4
2008,180000,100000,Petrol,Individual,Manual,Third Owner,5.0,19.81,1086.0,68.05,Hyundai,18,3
2017,730000,37333,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,9,1
2014,450000,15000,Diesel,Individual,Manual,Second Owner,7.0,20.77,1248.0,88.76,Maruti,12,2
2012,550000,330000,Petrol,Individual,Manual,Second Owner,5.0,13.44,2359.0,198.25,Hyundai,14,2
2017,420000,60000,CNG,Individual,Manual,First Owner,5.0,26.6,998.0,58.16,Maruti,9,1
2016,509999,80000,Diesel,Individual,Manual,Second Owner,5.0,23.59,1364.0,67.05,Toyota,10,2
2015,905000,110000,Diesel,Individual,Manual,First Owner,7.0,12.99,2494.0,100.6,Toyota,11,1
2010,240000,134000,Diesel,Individual,Manual,Second Owner,,,,,Maruti,16,2
2011,140000,72000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,15,2
2006,300000,140000,Diesel,Individual,Manual,Second Owner,8.0,12.8,2494.0,102.0,Toyota,20,2
2015,300000,80000,Petrol,Individual,Manual,Second Owner,5.0,18.5,1197.0,85.8,Maruti,11,2
2010,225000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248.0,73.9,Maruti,16,2
2015,860000,90000,Diesel,Individual,Manual,Second Owner,8.0,12.99,2494.0,100.6,Toyota,11,2
2012,400000,100000,Diesel,Individual,Manual,Second Owner,5.0,20.46,1461.0,83.8,Renault,14,2
2009,190000,90000,Petrol,Individual,Manual,Third Owner,5.0,17.5,1298.0,85.8,Maruti,17,3
2013,350000,140000,Diesel,Individual,Manual,Third Owner,5.0,25.8,1498.0,98.6,Honda,13,3
2010,75000,120000,Petrol,Individual,Manual,First Owner,5.0,18.0,995.0,62.0,Chevrolet,16,1
2019,860000,35000,Diesel,Individual,Automatic,First Owner,5.0,24.3,1248.0,88.5,Maruti,7,1
2014,250000,50000,Petrol,Individual,Manual,Second Owner,5.0,23.95,998.0,67.05,Maruti,12,2
2017,700000,82000,Diesel,Individual,Manual,First Owner,5.0,24.8,1396.0,88.7,Hyundai,9,1
2014,399000,70000,Diesel,Individual,Manual,Third Owner,5.0,25.2,1248.0,74.0,Maruti,12,3
2016,320000,90000,Petrol,Individual,Manual,First Owner,5.0,18.5,1197.0,85.8,Maruti,10,1
2014,1100000,79000,Diesel,Individual,Manual,Second Owner,5.0,20.6,1968.0,141.0,Skoda,12,2
2011,750000,291000,Diesel,Individual,Manual,Second Owner,7.0,12.8,2494.0,102.0,Toyota,15,2
2010,750000,250000,Diesel,Individual,Manual,Second Owner,7.0,12.8,2494.0,102.0,Toyota,16,2
2018,530000,20000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523.0,63.0,Mahindra,8,1
2017,750000,53000,Diesel,Individual,Manual,First Owner,5.0,28.09,1248.0,88.5,Maruti,9,1
2017,560000,21500,Petrol,Individual,Automatic,First Owner,5.0,19.34,1198.0,76.0,Nissan,9,1
2017,450000,89000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047.0,69.0,Tata,9,1
2013,459999,35000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197.0,85.8,Maruti,13,2
2013,235000,43000,Petrol,Individual,Manual,Second Owner,5.0,19.0,998.0,67.1,Maruti,13,2
2009,180000,80000,Petrol,Individual,Manual,Second Owner,5.0,17.92,1086.0,62.1,Hyundai,17,2
2007,140000,80000,Petrol,Individual,Manual,Second Owner,5.0,17.8,1086.0,63.0,Hyundai,19,2
2014,620000,110000,Diesel,Individual,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,12,1
2012,190000,100000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,14,1
2018,380000,25000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,8,1
2019,1145000,20000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,7,1
2017,540000,70000,Diesel,Individual,Manual,First Owner,5.0,22.95,1248.0,74.0,Tata,9,1
2011,800000,197000,Diesel,Individual,Manual,First Owner,7.0,12.8,2494.0,102.0,Toyota,15,1
2006,150000,100000,Petrol,Individual,Manual,Second Owner,5.0,14.0,1061.0,64.0,Maruti,20,2
1995,55000,70000,Petrol,Individual,Manual,First Owner,4.0,16.1,796.0,37.0,Maruti,31,1
2015,919999,140000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179.0,140.0,Mahindra,11,1
2008,75000,86000,Petrol,Individual,Manual,Second Owner,,,,,Maruti,18,2
2009,135000,50000,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,17,1
2017,340000,40300,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,9,1
2010,525000,120000,Diesel,Individual,Manual,Second Owner,8.0,12.8,2494.0,102.0,Toyota,16,2
2016,411000,25000,Petrol,Individual,Manual,Second Owner,5.0,23.1,998.0,67.04,Maruti,10,2
2010,150000,155000,Petrol,Individual,Manual,Third Owner,5.0,18.9,998.0,67.1,Maruti,16,3
2015,575000,50000,Petrol,Individual,Automatic,First Owner,5.0,19.0,1199.0,88.7,Honda,11,1
2017,595000,30030,Petrol,Dealer,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,9,1
2017,525000,29029,Petrol,Dealer,Manual,First Owner,5.0,19.1,1197.0,82.0,Hyundai,9,1
2012,335000,72072,Diesel,Dealer,Manual,First Owner,5.0,21.1,1248.0,73.9,Maruti,14,1
2012,300000,54000,Diesel,Individual,Manual,First Owner,5.0,20.0,1399.0,68.0,Ford,14,1
2012,415000,82082,Diesel,Dealer,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,14,1
2016,925000,48000,Diesel,Individual,Manual,Second Owner,7.0,16.0,2179.0,140.0,Mahindra,10,2
2016,750000,20000,Petrol,Individual,Manual,First Owner,7.0,17.5,1373.0,91.1,Maruti,10,1
2018,1150000,49000,Diesel,Individual,Automatic,First Owner,5.0,22.0,1582.0,126.2,Hyundai,8,1
2015,260000,35000,Petrol,Individual,Manual,Third Owner,7.0,19.44,1198.0,67.0,Datsun,11,3
2017,260000,67000,CNG,Individual,Manual,First Owner,4.0,33.44,796.0,40.3,Maruti,9,1
2011,347000,80600,Diesel,Individual,Manual,First Owner,5.0,19.3,1248.0,73.9,Maruti,15,1
2013,195000,58609,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,13,2
2016,265000,33003,Petrol,Individual,Manual,First Owner,5.0,15.7,1172.0,67.0,Fiat,10,1
2016,320000,43000,CNG,Individual,Manual,Second Owner,5.0,26.6,998.0,58.16,Maruti,10,2
2016,590000,16500,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,10,1
2012,650000,138000,Diesel,Individual,Manual,Second Owner,8.0,12.8,2494.0,102.0,Toyota,14,2
2013,509999,165500,Diesel,Individual,Manual,Second Owner,9.0,14.0,2523.0,75.0,Mahindra,13,2
2011,350000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248.0,73.9,Maruti,15,2
2018,749000,30000,Diesel,Individual,Manual,First Owner,5.0,21.5,1497.0,108.5,Tata,8,1
2010,150000,70000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1396.0,69.0,Tata,16,2
2001,33983,80000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai,25,2
2003,58000,170000,Petrol,Individual,Manual,Third Owner,5.0,17.3,993.0,60.0,Maruti,23,3
2011,200000,120000,Diesel,Individual,Manual,Third Owner,5.0,21.0,1461.0,64.1,Mahindra,15,3
1998,210000,47990,Diesel,Individual,Manual,Second Owner,,,,,Mahindra,28,2
2014,240000,168000,Diesel,Individual,Manual,Second Owner,5.0,22.3,1248.0,74.0,Tata,12,2
2017,515000,60000,Diesel,Individual,Manual,Second Owner,5.0,25.8,1498.0,98.6,Honda,9,2
2008,145000,120000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,18,2
2016,450000,5800,Petrol,Individual,Manual,Second Owner,5.0,20.51,998.0,67.04,Maruti,10,2
2010,179000,68700,Petrol,Individual,Manual,Third Owner,5.0,19.0,998.0,66.1,Maruti,16,3
2007,220000,108000,Petrol,Individual,Manual,Third Owner,5.0,13.9,1599.0,103.2,Hyundai,19,3
2018,850000,90000,Petrol,Individual,Manual,First Owner,5.0,17.0,1497.0,121.36,Ford,8,1
2011,270000,60000,Petrol,Individual,Manual,Second Owner,5.0,16.47,1198.0,73.9,Volkswagen,15,2
2016,335000,17000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,10,1
2018,459999,5000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,8,1
2017,710000,60000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,9,1
2015,330000,140000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248.0,74.0,Maruti,11,2
2017,1515000,15000,Diesel,Individual,Manual,First Owner,5.0,17.1,1956.0,170.0,Jeep,9,1
2018,750000,25000,Petrol,Individual,Manual,First Owner,5.0,17.0,1198.0,108.5,Tata,8,1
2016,160000,50000,Petrol,Individual,Manual,Second Owner,5.0,16.2,995.0,62.1,Chevrolet,10,2
2016,215000,60000,Diesel,Individual,Manual,Second Owner,5.0,25.44,936.0,56.3,Chevrolet,10,2
2012,60000,40000,Petrol,Individual,Manual,Second Owner,4.0,25.4,624.0,38.0,Tata,14,2
2014,480000,72000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197.0,85.8,Maruti,12,1
2012,140000,195000,Diesel,Individual,Manual,Second Owner,5.0,21.12,1248.0,88.8,Tata,14,2
2012,200000,70000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,14,1
2013,400000,83000,Diesel,Individual,Manual,First Owner,5.0,23.08,1461.0,63.1,Nissan,13,1
2012,180000,100000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,14,2
2015,550000,25000,Petrol,Individual,Manual,First Owner,5.0,20.4,1197.0,81.8,Maruti,11,1
2016,550000,50000,Diesel,Individual,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,10,1
2012,550000,67000,Diesel,Individual,Manual,First Owner,7.0,20.77,1248.0,88.76,Maruti,14,1
2011,270000,30000,Petrol,Individual,Manual,First Owner,5.0,19.0,998.0,67.1,Maruti,15,1
2013,315000,85000,Diesel,Individual,Manual,First Owner,5.0,23.08,1461.0,63.12,Renault,13,1
2018,875000,25000,Diesel,Individual,Manual,First Owner,6.0,16.55,2498.0,105.0,Mahindra,8,1
2007,400000,170000,Diesel,Individual,Manual,First Owner,8.0,12.8,2494.0,102.0,Toyota,19,1
2014,540000,110000,Diesel,Individual,Manual,First Owner,8.0,14.0,2523.0,75.0,Mahindra,12,1
2017,350000,60000,CNG,Individual,Manual,First Owner,5.0,26.6,998.0,58.16,Maruti,9,1
2011,360000,80000,Diesel,Individual,Manual,Second Owner,5.0,22.32,1582.0,126.32,Hyundai,15,2
2014,300000,31000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,12,1
2014,350000,100000,Diesel,Individual,Manual,First Owner,5.0,24.0,1120.0,70.0,Hyundai,12,1
2016,650000,130000,Diesel,Individual,Manual,First Owner,7.0,17.45,1493.0,100.0,Mahindra,10,1
2016,350000,20000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,10,1
2017,700000,60000,Diesel,Individual,Manual,First Owner,5.0,22.77,1498.0,98.59,Ford,9,1
2013,415000,102996,Diesel,Individual,Manual,Second Owner,5.0,23.4,1248.0,74.0,Maruti,13,2
2015,550000,60000,Diesel,Individual,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,11,1
2012,595000,129000,Diesel,Individual,Manual,Third Owner,7.0,15.1,2179.0,140.0,Mahindra,14,3
2015,550000,67000,Diesel,Individual,Manual,First Owner,5.0,21.2,1248.0,75.0,Fiat,11,1
2015,2000000,120000,Diesel,Individual,Manual,First Owner,7.0,13.0,2494.0,142.0,Toyota,11,1
2010,400000,120000,Diesel,Individual,Manual,Fourth & Above Owner,7.0,13.93,2179.0,138.03,Tata,16,4
2015,500000,96500,Diesel,Individual,Manual,First Owner,5.0,20.5,1248.0,91.72,Fiat,11,1
2017,340000,52412,Petrol,Dealer,Manual,First Owner,5.0,18.9,998.0,67.1,Maruti,9,1
2012,480000,85472,Diesel,Dealer,Manual,First Owner,8.0,12.05,2179.0,120.0,Mahindra,14,1
2013,480000,87452,Diesel,Dealer,Manual,Second Owner,5.0,22.77,1498.0,98.59,Ford,13,2
2018,750000,17000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,8,1
2008,100000,66530,Petrol,Individual,Manual,Second Owner,5.0,18.9,1061.0,67.0,Maruti,18,2
2013,290000,40000,Petrol,Individual,Manual,First Owner,5.0,18.5,1197.0,82.85,Hyundai,13,1
2015,425000,96500,Diesel,Individual,Manual,First Owner,5.0,20.5,1248.0,91.72,Fiat,11,1
2010,285000,79000,Petrol,Individual,Manual,First Owner,5.0,16.8,1497.0,116.3,Honda,16,1
2016,625000,50000,Diesel,Individual,Manual,First Owner,7.0,18.49,1493.0,100.0,Mahindra,10,1
2012,170000,60000,Diesel,Individual,Manual,Second Owner,5.0,20.3,1248.0,75.0,Fiat,14,2
2018,459999,35000,Petrol,Individual,Manual,First Owner,5.0,17.57,1193.0,88.7,Tata,8,1
2015,450000,120000,Diesel,Individual,Manual,First Owner,5.0,20.5,1248.0,91.72,Fiat,11,1
2019,650000,10000,Petrol,Individual,Automatic,First Owner,5.0,21.21,1197.0,81.8,Maruti,7,1
2017,600000,15000,Petrol,Individual,Manual,First Owner,5.0,17.19,1197.0,81.86,Hyundai,9,1
2013,178000,70000,CNG,Individual,Manual,Second Owner,5.0,30.46,796.0,47.3,Maruti,13,2
2016,300000,5000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,10,1
2009,150000,40000,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,17,1
2019,590000,10000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.86,Hyundai,7,1
2016,310000,25000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,10,1
2017,400000,53000,Petrol,Individual,Manual,First Owner,5.0,17.57,1193.0,88.7,Tata,9,1
2014,520000,110000,Diesel,Individual,Manual,Second Owner,9.0,12.05,2179.0,120.0,Mahindra,12,2
2013,300000,200000,Diesel,Individual,Manual,Second Owner,8.0,20.07,1461.0,75.0,Ashok,13,2
2019,1000000,22000,Petrol,Individual,Manual,First Owner,5.0,17.0,1197.0,110.0,Mahindra,7,1
2003,65000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.9,998.0,67.1,Maruti,23,4
2015,509999,75000,Diesel,Individual,Manual,Second Owner,5.0,25.8,1498.0,98.6,Honda,11,2
2012,221000,70000,Petrol,Individual,Manual,First Owner,5.0,18.9,998.0,67.1,Maruti,14,1
2014,390000,64000,Petrol,Individual,Manual,Third Owner,5.0,15.04,1598.0,103.2,Volkswagen,12,3
2002,350000,60000,Petrol,Individual,Manual,First Owner,8.0,11.96,1298.0,80.0,Maruti,24,1
2009,195000,40000,Petrol,Individual,Manual,First Owner,5.0,19.7,796.0,46.3,Maruti,17,1
2010,1750000,110000,Diesel,Individual,Automatic,Second Owner,7.0,12.07,2967.0,241.4,Audi,16,2
2013,600000,60000,Diesel,Individual,Manual,First Owner,8.0,12.05,2179.0,120.0,Mahindra,13,1
2015,615000,72000,Diesel,Individual,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,11,1
2013,350000,70000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396.0,88.76,Hyundai,13,2
2012,140000,75000,Diesel,Individual,Manual,First Owner,5.0,25.44,936.0,57.6,Chevrolet,14,1
2017,650000,32331,Diesel,Individual,Manual,Second Owner,5.0,22.54,1396.0,88.73,Hyundai,9,2
2016,1100000,70000,Diesel,Individual,Manual,First Owner,5.0,19.67,1582.0,126.2,Hyundai,10,1
2010,285000,80000,Diesel,Individual,Manual,Second Owner,5.0,23.0,1396.0,90.0,Hyundai,16,2
2011,190000,20000,Petrol,Individual,Manual,Second Owner,5.0,18.0,995.0,62.0,Chevrolet,15,2
2012,350000,110000,Petrol,Individual,Manual,First Owner,5.0,16.95,1498.0,97.7,Nissan,14,1
2014,400000,40000,Petrol,Individual,Manual,Second Owner,5.0,18.9,1197.0,82.0,Hyundai,12,2
2016,2100000,40000,Petrol,Individual,Automatic,First Owner,7.0,10.75,2694.0,163.7,Toyota,10,1
2015,434999,90000,Petrol,Individual,Manual,Second Owner,5.0,18.6,1197.0,81.83,Hyundai,11,2
2014,450000,50000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197.0,85.8,Maruti,12,2
2001,45000,137000,Petrol,Individual,Manual,First Owner,5.0,18.5,796.0,53.0,Daewoo,25,1
2015,450000,60000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,11,1
2017,580000,30000,Diesel,Individual,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,9,1
2016,900000,98000,Diesel,Individual,Manual,First Owner,5.0,19.67,1582.0,126.2,Hyundai,10,1
2016,750000,50000,Diesel,Individual,Manual,First Owner,7.0,24.52,1248.0,88.5,Maruti,10,1
2009,140000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.09,1396.0,69.0,Tata,17,3
2017,525000,30000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,81.86,Hyundai,9,1
2009,114999,120000,Diesel,Individual,Manual,Third Owner,5.0,19.09,1396.0,69.0,Tata,17,3
2016,399000,40000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,10,1
2006,150000,100000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai,20,2
2012,275000,90000,Diesel,Individual,Manual,Second Owner,5.0,19.0,1405.0,71.0,Tata,14,2
2011,340000,80000,Diesel,Individual,Manual,Second Owner,5.0,21.9,1396.0,90.0,Hyundai,15,2
2012,222000,120000,LPG,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,14,1
2013,850000,200000,Diesel,Individual,Automatic,First Owner,7.0,11.18,2696.0,184.0,Mahindra,13,1
2007,70000,110000,Diesel,Individual,Manual,Second Owner,5.0,17.2,1396.0,53.5,Tata,19,2
2017,430000,38000,Petrol,Individual,Manual,Second Owner,5.0,23.84,1199.0,84.0,Tata,9,2
2017,430000,35000,Petrol,Individual,Manual,Second Owner,5.0,23.84,1199.0,84.0,Tata,9,2
2014,320000,70000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,12,1
2005,95000,125000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,Hyundai,21,4
2012,500000,120000,Diesel,Individual,Manual,Second Owner,5.0,21.8,1461.0,78.0,Renault,14,2
2012,500000,110000,Diesel,Individual,Manual,Second Owner,5.0,19.01,1461.0,108.45,Renault,14,2
2010,229999,140000,Diesel,Individual,Manual,First Owner,5.0,18.4,1248.0,75.0,Tata,16,1
2009,600000,155000,Diesel,Individual,Automatic,Second Owner,8.0,11.79,2179.0,120.0,Mahindra,17,2
2007,200000,120000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai,19,2
2017,500000,80000,Diesel,Individual,Manual,Second Owner,5.0,23.08,1461.0,63.1,Renault,9,2
2010,315000,120000,Diesel,Individual,Manual,Second Owner,7.0,13.6,2523.0,63.0,Mahindra,16,2
2011,265000,80000,Petrol,Individual,Manual,First Owner,5.0,18.9,998.0,67.1,Maruti,15,1
2015,350000,110000,Diesel,Individual,Manual,Second Owner,5.0,25.83,1498.0,99.0,Ford,11,2
2012,200000,230000,Diesel,Individual,Manual,First Owner,5.0,23.57,1396.0,70.0,Tata,14,1
2011,114999,172000,Diesel,Individual,Manual,Second Owner,5.0,17.88,1396.0,52.8,Tata,15,2
2014,425000,25000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,12,1
2019,900000,35000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,7,1
2014,550000,126000,Diesel,Individual,Manual,First Owner,7.0,12.05,2179.0,120.0,Mahindra,12,1
2018,900000,30000,Diesel,Individual,Manual,First Owner,5.0,25.5,1498.0,98.6,Honda,8,1
2011,165000,97000,Petrol,Individual,Manual,Third Owner,5.0,19.81,1086.0,68.05,Hyundai,15,3
2016,850000,120000,Diesel,Individual,Automatic,First Owner,5.0,19.08,1582.0,126.2,Hyundai,10,1
2016,850000,120000,Diesel,Individual,Manual,First Owner,5.0,23.9,1582.0,126.32,Hyundai,10,1
2014,550000,80000,Diesel,Individual,Manual,Second Owner,6.0,16.55,2498.0,105.0,Mahindra,12,2
2011,500000,60000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248.0,73.9,Maruti,15,2
2011,160000,60000,Petrol,Individual,Manual,First Owner,5.0,19.81,1086.0,68.05,Hyundai,15,1
2015,670000,60000,Diesel,Individual,Manual,First Owner,5.0,25.1,1498.0,98.6,Honda,11,1
2014,430000,90000,Diesel,Individual,Manual,First Owner,5.0,22.9,1248.0,74.0,Maruti,12,1
2015,375000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197.0,82.0,Hyundai,11,1
2016,650000,35000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,10,1
2016,500000,35000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,10,1
2017,1350000,25000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179.0,140.0,Mahindra,9,1
2018,600000,40000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498.0,108.62,Volkswagen,8,1
2017,1200000,25000,Diesel,Individual,Manual,First Owner,5.0,19.67,1582.0,126.2,Hyundai,9,1
2017,550000,23456,Petrol,Dealer,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,9,1
2015,1225000,39000,Diesel,Dealer,Manual,First Owner,7.0,16.0,2179.0,140.0,Mahindra,11,1
2017,700000,15000,Petrol,Individual,Manual,First Owner,5.0,17.5,1199.0,88.7,Honda,9,1
2013,530000,40000,Diesel,Individual,Manual,First Owner,5.0,23.4,1248.0,74.0,Maruti,13,1
2010,150000,70000,Petrol,Individual,Manual,First Owner,5.0,18.6,1199.0,79.4,Chevrolet,16,1
2014,475000,40000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197.0,85.8,Maruti,12,1
2008,375000,136500,Diesel,Individual,Manual,Fourth & Above Owner,8.0,12.7,2609.0,120.0,Mahindra,18,4
2016,425000,70000,Diesel,Individual,Manual,Second Owner,6.0,25.32,1198.0,77.0,Mahindra,10,2
2015,800000,90000,Diesel,Individual,Manual,Second Owner,5.0,25.1,1498.0,98.6,Honda,11,2
1996,40000,32000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,30,2
2018,509999,8000,Petrol,Individual,Automatic,Second Owner,5.0,20.51,998.0,67.0,Maruti,8,2
2015,387000,170000,Diesel,Individual,Manual,First Owner,5.0,23.59,1364.0,67.04,Toyota,11,1
2014,235000,25000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,12,1
2000,95000,120000,Diesel,Individual,Manual,Fourth & Above Owner,10.0,12.2,1948.0,68.0,Tata,26,4
2010,340000,110000,Diesel,Individual,Manual,Third Owner,5.0,17.8,1248.0,75.0,Maruti,16,3
2016,1000000,100000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179.0,140.0,Mahindra,10,1
2009,160000,115000,Diesel,Individual,Manual,Second Owner,5.0,13.8,1399.0,68.0,Ford,17,2
2008,365000,120000,Diesel,Individual,Manual,Fourth & Above Owner,8.0,12.7,2609.0,120.0,Mahindra,18,4
2011,300000,265000,Diesel,Individual,Manual,Second Owner,5.0,20.86,1199.0,75.0,Skoda,15,2
2008,260000,90000,Diesel,Individual,Manual,Second Owner,5.0,17.8,1248.0,75.0,Maruti,18,2
2018,860000,40000,Petrol,Individual,Automatic,First Owner,5.0,18.2,1199.0,88.7,Honda,8,1
2008,114999,55000,Petrol,Individual,Manual,Second Owner,5.0,13.9,1599.0,103.2,Hyundai,18,2
2007,100000,90000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,19,2
2014,565000,111000,Diesel,Individual,Manual,First Owner,5.0,20.34,1498.0,103.2,Volkswagen,12,1
